Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
3,474,6,2784,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,34,6,1494,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,3149,7,3130,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,7037,2,697,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,24,1,1111,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,354,1,1332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3199,5,2659,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,1028,6,1170,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2200,7,1570,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,18,1,1312,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,9691,5,1656,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,10,1,1944,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,0,6,1947,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,4,7,2478,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,62,5,2793,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,6943,2,712,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,9543,1,1640,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2,66,3,2085,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,11,3,3127,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,91,1,2828,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,0,2,1797,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,5,492,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,460,6,2293,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,953,3,939,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,5254,1,3786,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1686,1,1054,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,81,6,1406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2157,4,1594,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,541,3,1777,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,6343,4,3508,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1,673,3,1737,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,4098,7,3144,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2,94,6,1607,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1269,1,1320,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,783,5,1655,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,8096,5,4954,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,72,2,917,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,6134,4,2788,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,67,3,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,56,7,1280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,63,5,2341,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1,5,2328,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,89,1,1361,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,920,4,945,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,762,1,1309,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,63,6,2219,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,7768,3,5128,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1,360,3,1289,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1305,6,2101,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,2737,4,2862,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2,9777,6,5284,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,35,4,1805,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,9888,4,4578,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,985,7,3183,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1913,3,1210,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,5268,4,4367,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,96,5,1824,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,69,3,1289,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,7,7,2924,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3033,2,2017,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,6736,4,3226,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,33,1,2510,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,91,4,2125,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,811,6,2265,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,45,4,1790,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,3392,4,1283,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,304,4,2283,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,1784,7,2802,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,6637,4,4036,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,2721,7,3106,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2,3540,2,2230,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2,5772,1,3139,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,84,7,1962,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,2930,6,995,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,59,1,1513,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,4986,7,3592,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,1573,4,3025,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,357,3,2287,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3,19,1,2092,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,85,6,2445,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,4087,5,3396,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1849,6,1306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,999,5,1341,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,24,2,2368,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,6420,2,1310,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2,1345,6,2634,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,71,4,949,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,669,5,1448,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,678,1,1680,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4269,2,3336,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,65,3,1243,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,353,4,1844,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,5959,6,3911,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,38,1,617,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,4532,4,2369,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,46,5,1362,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,15,1,1982,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,3152,1,2740,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2,51,1,2189,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,9839,6,4083,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,8386,7,3056,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,14,5,2302,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,73,6,2848,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1473,7,1894,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,869,5,4266,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,83,3,2126,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1413,5,2957,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,519,4,2632,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1835,2,992,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2,96,5,1406,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1049,5,3328,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,68,2,1087,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,535,6,2073,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,4320,6,1610,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,1706,1,1569,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1718,2,794,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,47,4,1376,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,794,5,1651,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,104,5,2546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,20,7,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,6117,2,3380,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
3,1406,7,3050,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,582,4,2498,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,736,4,1926,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1486,6,2453,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,6296,3,1452,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2,4812,1,3286,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,7768,4,6170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3,1083,3,2307,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,2644,1,2395,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,952,6,1201,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,5209,3,1452,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,13,6,2238,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,40,7,3357,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,29,3,1576,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,512,7,2133,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1742,2,1631,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,6364,5,3996,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,317,2,2616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6477,5,1765,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,709,1,1385,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2188,6,2071,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,28,7,1735,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1285,5,895,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,93,1,1041,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,980,6,1933,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,1514,5,2529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1145,1,1174,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,39,1,3080,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,320,4,1797,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1852,4,1657,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,19,3,1747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,412,6,3386,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,4413,3,2554,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1407,7,2534,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,316,1,830,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1844,1,2676,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,743,4,2364,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,67,5,2610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1231,4,2393,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,937,4,2141,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,25,5,2186,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,228,2,1339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,6386,5,4046,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3,62,6,2225,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,4689,7,4429,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,5739,4,2819,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,50,6,1724,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,445,3,1165,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,61,2,2377,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,8,6,1656,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,1646,7,2071,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,6640,6,5031,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,31,4,1204,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,529,3,2311,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,315,4,1366,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,19,2,1433,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,959,7,1802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,9345,3,2658,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,92,7,1277,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2129,2,1777,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3,61,5,2627,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,84,7,2268,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,9940,5,5486,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2,1406,4,1972,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,82,2,1239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,5030,5,3251,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3,668,5,2559,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,3573,2,2440,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,7189,4,746,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,7921,6,5093,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,4543,3,2647,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,7150,6,2379,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,9076,1,5065,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3,728,4,2471,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1846,4,1376,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,1297,6,3970,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3,829,1,2770,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,55,7,1359,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,1883,7,3139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,463,2,1471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,1601,6,1615,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,30,3,1526,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2136,7,3381,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3,273,5,3184,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,81,7,3512,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,1295,7,3009,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1947,1,1275,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,243,7,3007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,0,2,1465,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,76,3,1822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,922,6,1992,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,30,7,3294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,396,5,1303,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1894,5,1156,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,9787,4,4547,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2,4211,3,1960,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
3,37,2,2624,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,4628,4,2020,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,1249,2,2873,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,5744,7,3891,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,18,4,1271,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1958,1,1603,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,74,2,1760,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,36,6,2881,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,24,4,1939,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,77,2,2118,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1402,5,1980,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,3051,4,1818,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,201,7,1632,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1274,6,1764,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,95,1,1089,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,32,6,1753,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,481,5,3244,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2,4431,2,3187,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2,8288,2,3942,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3,74,7,2502,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,12,6,1648,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,689,7,1617,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1915,7,776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,577,1,524,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,4673,2,4144,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3,272,1,2478,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,3361,2,2619,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,15,5,1951,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,6754,5,1356,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,5485,1,3449,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,58,2,2336,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1160,2,1713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1497,4,2055,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,70,5,1113,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,2750,3,4377,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,5220,4,2639,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1,987,5,1612,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3,1312,6,3636,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,11,4,2240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,996,6,1348,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,75,2,1431,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,8,2,892,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1047,6,3112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1433,5,2865,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,242,3,1907,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2,9598,2,5677,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,1735,2,1272,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,867,5,1459,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2,1091,6,3171,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,9169,2,3357,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,5286,1,4313,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,447,1,1762,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
